price,postcode,bedrooms,baths,receptions,station,parking,garage,balcony,terrace,garden,porter,security,concierge,new,pre_owned,type_of_building,fireplace,wood_floors,listed,agent
490000.0,sw9,1.0,1.0,1.0,stockwell (0.3 miles),no,no,no,no,no,no,yes,yes,yes,no,flat,no,no,19th apr 2021,"vanquish real estate, se18"
715000.0,n4,2.0,2.0,1.0,manor house (0.2 miles),no,no,yes,no,no,no,no,yes,yes,no,flat,no,no,19th apr 2021,"vanquish real estate, se18"
705000.0,n4,2.0,2.0,1.0,manor house (0.3 miles),no,no,yes,no,no,no,no,yes,yes,no,flat,no,no,19th apr 2021,"vanquish real estate, se18"
1197000.0,n4,3.0,3.0,1.0,manor house (0.3 miles),no,no,no,yes,no,no,no,yes,yes,no,flat,no,no,19th apr 2021,"vanquish real estate, se18"
1750000.0,sw11,2.0,2.0,1.0,battersea park (0.3 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,19th apr 2021,"maybria group, w1j"
950000.0,e14,2.0,2.0,1.0,canary wharf (0.3 miles),no,no,no,yes,yes,no,yes,yes,yes,no,flat,no,no,19th apr 2021,"ernest-brooks international, e14"
575000.0,w6,1.0,1.0,1.0,goldhawk road (0.2 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,19th apr 2021,"barnard marcus - west kensington, w6"
890000.0,e1,2.0,2.0,1.0,aldgate east (0.1 miles),no,no,yes,no,no,no,no,no,yes,no,flat,no,yes,19th apr 2021,"london property zone, w6"
1000000.0,w2,2.0,2.0,1.0,edgware road bakerloo (0.1 miles),no,no,yes,no,yes,no,no,yes,yes,no,flat,no,no,18th apr 2021,"madley property, se16"
1175000.0,nw6,2.0,2.0,1.0,south hampstead (0.1 miles),yes,no,no,yes,yes,no,no,no,yes,no,flat,no,no,17th apr 2021,"goldschmidt & howland - west hampstead, nw6"
1050000.0,nw6,2.0,2.0,1.0,south hampstead (0.1 miles),yes,no,no,yes,no,no,no,no,yes,no,flat,no,no,17th apr 2021,"goldschmidt & howland - west hampstead, nw6"
600000.0,e8,1.0,1.0,1.0,hackney downs (0.2 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,16th apr 2021,"savills - hackney wick fish island rds, e9"
